"date","home_team","away_team","home_pts","away_pts","home_wins","away_wins"
2023-12-17,"Golden State Warriors","Philadelphia 76ers",145,136,1,0
2023-12-17,"Golden State Warriors","Boston Celtics",119,115,1,0
2023-12-17,"Golden State Warriors","Utah Jazz",134,114,1,0
2023-12-17,"Golden State Warriors","Brooklyn Nets",123,116,1,0
2023-12-18,"Golden State Warriors","Atlanta Hawks",136,127,1,0
2023-12-18,"Golden State Warriors","Miami Heat",123,121,1,0
2023-12-18,"Golden State Warriors","Washington Wizards",122,114,1,0
2023-12-18,"Golden State Warriors","Oklahoma City Thunder",96,103,0,1
2023-12-18,"Golden State Warriors","Indiana Pacers",111,114,0,1
2023-12-18,"Golden State Warriors","Detroit Pistons",95,112,0,1
2023-12-18,"Golden State Warriors","Philadelphia 76ers",96,90,1,0
2023-12-18,"Golden State Warriors","Houston Rockets",111,93,1,0
2023-12-18,"Golden State Warriors","Dallas Mavericks",96,90,1,0
2023-12-18,"Golden State Warriors","New York Knicks",137,126,1,0
2023-12-18,"Golden State Warriors","Utah Jazz",127,117,1,0
2023-12-18,"Golden State Warriors","New Orleans Pelicans",77,84,0,1
2023-12-18,"Houston Rockets","Sacramento Kings",132,115,1,0
2023-12-19,"Houston Rockets","LA Clippers",123,111,1,0
2023-12-19,"Houston Rockets","Golden State Warriors",118,107,1,0
2023-12-19,"Houston Rockets","Detroit Pistons",89,102,0,1
2023-12-19,"Houston Rockets","New York Knicks",103,96,1,0
2023-12-19,"Houston Rockets","Miami Heat",126,119,1,0
2023-12-19,"Houston Rockets","Memphis Grizzlies",92,104,0,1
2023-12-19,"Houston Rockets","Phoenix Suns",91,109,0,1
2023-12-20,"Houston Rockets","Brooklyn Nets",104,116,0,1
2023-12-20,"Houston Rockets","Philadelphia 76ers",127,116,1,0
2023-12-20,"Houston Rockets","Washington Wizards",120,106,1,0
2023-12-20,"Houston Rockets","Oklahoma City Thunder",102,104,0,1
2023-12-20,"Houston Rockets","Golden State Warriors",97,113,0,1
2023-12-20,"Houston Rockets","Boston Celtics",105,97,1,0
2023-12-20,"Houston Rockets","Phoenix Suns",104,113,0,1
2023-12-20,"Houston Rockets","Minnesota Timberwolves",110,112,0,1
2023-12-20,"Houston Rockets","New Orleans Pelicans",100,113,0,1
2023-12-20,"Houston Rockets","New York Knicks",104,107,0,1
2023-12-21,"Houston Rockets","Memphis Grizzlies",107,91,1,0
2023-12-21,"Houston Rockets","Minnesota Timberwolves",77,88,0,1
2023-12-21,"Houston Rockets","Golden State Warriors",98,96,1,0
2023-12-21,"Houston Rockets","Chicago Bulls",109,114,0,1
2023-12-21,"Houston Rockets","Los Angeles Lakers",117,108,1,0
2023-12-21,"Houston Rockets","New Orleans Pelicans",100,102,0,1
2023-12-21,"Houston Rockets","New York Knicks",112,101,1,0
2023-12-21,"Houston Rockets","New York Knicks",110,116,0,1
2023-12-22,"Houston Rockets","Golden State Warriors",82,92,0,1
2023-12-22,"Houston Rockets","Milwaukee Bucks",128,118,1,0
2023-12-22,"Houston Rockets","Boston Celtics",100,115,0,1
2023-12-22,"Houston Rockets","San Antonio Spurs",94,100,0,1
2023-12-22,"Houston Rockets","Charlotte Hornets",112,109,1,0
2023-12-22,"Houston Rockets","Sacramento Kings",112,120,0,1
2023-12-22,"Houston Rockets","San Antonio Spurs",124,125,0,1
2023-12-22,"Houston Rockets","Washington Wizards",124,126,0,1
2023-12-22,"Houston Rockets","Dallas Mavericks",122,114,1,0
2023-12-22,"Houston Rockets","Atlanta Hawks",112,108,1,0
2023-12-23,"Houston Rockets","Memphis Grizzlies",108,115,0,1
2023-12-23,"Houston Rockets","Oklahoma City Thunder",111,107,1,0
2023-12-23,"Houston Rockets","Philadelphia 76ers",107,99,1,0
2023-12-23,"Houston Rockets","New York Knicks",123,119,1,0
2023-12-23,"Houston Rockets","LA Clippers",134,118,1,0
2023-12-24,"Indiana Pacers","New York Knicks",121,124,0,1
2023-12-24,"Indiana Pacers","Cleveland Cavaliers",112,128,0,1
2023-12-24,"Indiana Pacers","LA Clippers",132,126,1,0
2023-12-24,"Indiana Pacers","Sacramento Kings",112,119,0,1
2023-12-24,"Indiana Pacers","Golden State Warriors",140,110,1,0
2023-12-25,"Indiana Pacers","Dallas Mavericks",114,109,1,0
2023-12-25,"Indiana Pacers","New York Knicks",110,105,1,0
2023-12-25,"Indiana Pacers","Sacramento Kings",104,101,1,0
2023-12-26,"Indiana Pacers","Boston Celtics",100,106,0,1
2023-12-26,"Indiana Pacers","Cleveland Cavaliers",142,117,1,0
2023-12-26,"Indiana Pacers","Detroit Pistons",131,114,1,0
2023-12-26,"Indiana Pacers","Portland Trail Blazers",91,97,0,1
2023-12-26,"Indiana Pacers","Houston Rockets",132,123,1,0
2023-12-26,"Indiana Pacers","Cleveland Cavaliers",131,124,1,0
2023-12-26,"Indiana Pacers","Chicago Bulls",137,126,1,0
2023-12-26,"Indiana Pacers","Memphis Grizzlies",105,97,1,0
2023-12-27,"Indiana Pacers","Golden State Warriors",92,105,0,1
2023-12-28,"Indiana Pacers","Miami Heat",101,105,0,1
2023-12-28,"Indiana Pacers","Atlanta Hawks",107,105,1,0
2023-12-28,"Indiana Pacers","Detroit Pistons",107,104,1,0
2023-12-28,"Indiana Pacers","Golden State Warriors",89,104,0,1
2023-12-28,"Indiana Pacers","Minnesota Timberwolves",96,99,0,1
2023-12-28,"Indiana Pacers","LA Clippers",108,104,1,0
2023-12-28,"Indiana Pacers","Philadelphia 76ers",102,106,0,1
2023-12-29,"Indiana Pacers","Atlanta Hawks",122,112,1,0
2023-12-29,"Indiana Pacers","Houston Rockets",129,117,1,0
2023-12-29,"Indiana Pacers","Sacramento Kings",144,121,1,0
2023-12-29,"Indiana Pacers","Charlotte Hornets",106,101,1,0
2023-12-29,"Indiana Pacers","Brooklyn Nets",112,110,1,0
2023-12-29,"Indiana Pacers","Toronto Raptors",127,136,0,1
2023-12-30,"Indiana Pacers","Orlando Magic",104,105,0,1
2023-12-30,"Indiana Pacers","Cleveland Cavaliers",134,118,1,0
2023-12-30,"Indiana Pacers","Washington Wizards",105,102,1,0
2023-12-30,"Indiana Pacers","Toronto Raptors",138,122,1,0
2023-12-30,"Indiana Pacers","Chicago Bulls",113,116,0,1
2023-12-30,"Indiana Pacers","Golden State Warriors",103,100,1,0
2023-12-30,"Indiana Pacers","Oklahoma City Thunder",98,121,0,1
2023-12-31,"Indiana Pacers","Boston Celtics",121,122,0,1
2023-12-31,"Indiana Pacers","Phoenix Suns",134,120,1,0
2023-12-31,"Indiana Pacers","Charlotte Hornets",87,80,1,0
2023-12-31,"Indiana Pacers","Sacramento Kings",123,112,1,0
2023-12-31,"LA Clippers","Sacramento Kings",125,127,0,1
2024-01-01,"LA Clippers","Oklahoma City Thunder",102,108,0,1
2024-01-01,"LA Clippers","Detroit Pistons",99,103,0,1
2024-01-01,"LA Clippers","Toronto Raptors",124,108,1,0
2024-01-02,"LA Clippers","Memphis Grizzlies",74,84,0,1
2024-01-02,"LA Clippers","Memphis Grizzlies",107,97,1,0
2024-01-02,"LA Clippers","Brooklyn Nets",112,109,1,0
2024-01-02,"LA Clippers","New Orleans Pelicans",128,119,1,0
2024-01-02,"LA Clippers","Golden State Warriors",108,112,0,1
2024-01-02,"LA Clippers","Atlanta Hawks",119,117,1,0
2024-01-03,"LA Clippers","Denver Nuggets",114,99,1,0
2024-01-03,"LA Clippers","Oklahoma City Thunder",123,126,0,1
2024-01-03,"LA Clippers","Orlando Magic",105,123,0,1
2024-01-03,"LA Clippers","Chicago Bulls",102,117,0,1
2024-01-03,"LA Clippers","Cleveland Cavaliers",104,108,0,1
2024-01-03,"LA Clippers","Washington Wizards",128,119,1,0
2024-01-03,"LA Clippers","Memphis Grizzlies",114,103,1,0
2024-01-03,"LA Clippers","Charlotte Hornets",114,100,1,0
2024-01-03,"LA Clippers","Toronto Raptors",78,85,0,1
2024-01-04,"LA Clippers","Detroit Pistons",94,112,0,1
2024-01-04,"LA Clippers","Denver Nuggets",88,85,1,0
2024-01-04,"LA Clippers","Phoenix Suns",104,110,0,1
2024-01-04,"LA Clippers","Milwaukee Bucks",125,115,1,0
2024-01-04,"LA Clippers","San Antonio Spurs",114,119,0,1
2024-01-04,"LA Clippers","Indiana Pacers",125,121,1,0
2024-01-05,"LA Clippers","Golden State Warriors",104,117,0,1
2024-01-05,"LA Clippers","Memphis Grizzlies",103,101,1,0
2024-01-05,"LA Clippers","Phoenix Suns",107,120,0,1
2024-01-05,"LA Clippers","Houston Rockets",118,111,1,0
2024-01-05,"LA Clippers","Phoenix Suns",82,89,0,1
2024-01-05,"LA Clippers","Philadelphia 76ers",118,109,1,0
2024-01-05,"LA Clippers","Sacramento Kings",97,90,1,0
2024-01-05,"LA Clippers","Toronto Raptors",112,98,1,0
2024-01-05,"LA Clippers","Boston Celtics",111,103,1,0
2024-01-06,"LA Clippers","Milwaukee Bucks",91,104,0,1
2024-01-06,"LA Clippers","Memphis Grizzlies",111,120,0,1
2024-01-06,"LA Clippers","Sacramento Kings",112,109,1,0
2024-01-06,"LA Clippers","Utah Jazz",106,100,1,0
2024-01-06,"LA Clippers","Miami Heat",109,103,1,0
2024-01-07,"LA Clippers","Minnesota Timberwolves",86,104,0,1
2024-01-07,"LA Clippers","Cleveland Cavaliers",115,112,1,0
2024-01-07,"Los Angeles Lakers","Phoenix Suns",133,116,1,0
2024-01-07,"Los Angeles Lakers","Washington Wizards",126,105,1,0
2024-01-07,"Los Angeles Lakers","New York Knicks",115,106,1,0
2024-01-08,"Los Angeles Lakers","Golden State Warriors",100,116,0,1
2024-01-08,"Los Angeles Lakers","LA Clippers",96,100,0,1
2024-01-08,"Los Angeles Lakers","Cleveland Cavaliers",101,108,0,1
2024-01-08,"Los Angeles Lakers","Atlanta Hawks",116,108,1,0
2024-01-08,"Los Angeles Lakers","Houston Rockets",100,102,0,1
2024-01-08,"Los Angeles Lakers","LA Clippers",109,103,1,0
2024-01-09,"Los Angeles Lakers","San Antonio Spurs",122,107,1,0
2024-01-09,"Los Angeles Lakers","San Antonio Spurs",93,100,0,1
2024-01-09,"Los Angeles Lakers","Golden State Warriors",94,109,0,1
2024-01-09,"Los Angeles Lakers","Toronto Raptors",84,96,0,1
2024-01-09,"Los Angeles Lakers","LA Clippers",112,114,0,1
2024-01-09,"Los Angeles Lakers","Miami Heat",108,105,1,0
2024-01-09,"Los Angeles Lakers","Minnesota Timberwolves",122,119,1,0
2024-01-09,"Los Angeles Lakers","Miami Heat",116,115,1,0
2024-01-09,"Los Angeles Lakers","Denver Nuggets",100,104,0,1
2024-01-10,"Los Angeles Lakers","Charlotte Hornets",111,106,1,0
2024-01-10,"Los Angeles Lakers","Cleveland Cavaliers",96,117,0,1
2024-01-10,"Los Angeles Lakers","Golden State Warriors",120,118,1,0
2024-01-10,"Los Angeles Lakers","Utah Jazz",127,115,1,0
2024-01-10,"Los Angeles Lakers","Toronto Raptors",89,114,0,1
2024-01-10,"Los Angeles Lakers","Oklahoma City Thunder",77,90,0,1
2024-01-11,"Los Angeles Lakers","Portland Trail Blazers",109,111,0,1
2024-01-11,"Los Angeles Lakers","Sacramento Kings",95,94,1,0
2024-01-11,"Los Angeles Lakers","Portland Trail Blazers",123,111,1,0
2024-01-12,"Los Angeles Lakers","Milwaukee Bucks",107,103,1,0
2024-01-12,"Los Angeles Lakers","Indiana Pacers",105,109,0,1
2024-01-12,"Los Angeles Lakers","Milwaukee Bucks",100,97,1,0
2024-01-12,"Los Angeles Lakers","New York Knicks",104,108,0,1
2024-01-12,"Los Angeles Lakers","Brooklyn Nets",120,127,0,1
2024-01-12,"Los Angeles Lakers","Portland Trail Blazers",154,130,1,0
2024-01-12,"Los Angeles Lakers","Orlando Magic",94,83,1,0
2024-01-12,"Los Angeles Lakers","Dallas Mavericks",96,92,1,0
2024-01-13,"Los Angeles Lakers","Brooklyn Nets",99,94,1,0
2024-01-13,"Los Angeles Lakers","Golden State Warriors",101,96,1,0
2024-01-13,"Los Angeles Lakers","Orlando Magic",145,133,1,0
2024-01-13,"Los Angeles Lakers","Golden State Warriors",119,121,0,1
2024-01-13,"Los Angeles Lakers","Dallas Mavericks",123,109,1,0
2024-01-14,"Los Angeles Lakers","New York Knicks",130,121,1,0
2024-01-14,"Memphis Grizzlies","Washington Wizards",126,135,0,1
2024-01-14,"Memphis Grizzlies","LA Clippers",106,117,0,1
2024-01-14,"Memphis Grizzlies","Golden State Warriors",131,130,1,0
2024-01-14,"Memphis Grizzlies","Phoenix Suns",109,97,1,0
2024-01-14,"Memphis Grizzlies","Los Angeles Lakers",101,98,1,0
2024-01-14,"Memphis Grizzlies","Portland Trail Blazers",128,122,1,0
2024-01-15,"Memphis Grizzlies","Washington Wizards",113,120,0,1
2024-01-15,"Memphis Grizzlies","Portland Trail Blazers",105,120,0,1
2024-01-15,"Memphis Grizzlies","Houston Rockets",92,115,0,1
2024-01-15,"Memphis Grizzlies","LA Clippers",94,105,0,1
2024-01-15,"Memphis Grizzlies","Brooklyn Nets",137,120,1,0
2024-01-15,"Memphis Grizzlies","Golden State Warriors",118,130,0,1
2024-01-15,"Memphis Grizzlies","New York Knicks",122,124,0,1
2024-01-15,"Memphis Grizzlies","Boston Celtics",93,95,0,1
2024-01-15,"Memphis Grizzlies","Dallas Mavericks",111,115,0,1
2024-01-15,"Memphis Grizzlies","Oklahoma City Thunder",106,110,0,1
2024-01-16,"Memphis Grizzlies","Orlando Magic",106,111,0,1
2024-01-16,"Memphis Grizzlies","Orlando Magic",116,108,1,0
2024-01-16,"Memphis Grizzlies","Houston Rockets",106,96,1,0
2024-01-16,"Memphis Grizzlies","San Antonio Spurs",125,114,1,0
2024-01-16,"Memphis Grizzlies","Houston Rockets",120,125,0,1
2024-01-17,"Memphis Grizzlies","San Antonio Spurs",132,128,1,0
2024-01-17,"Memphis Grizzlies","Atlanta Hawks",117,115,1,0
2024-01-17,"Memphis Grizzlies","Orlando Magic",89,102,0,1
2024-01-17,"Memphis Grizzlies","Cleveland Cavaliers",95,104,0,1
2024-01-17,"Memphis Grizzlies","San Antonio Spurs",107,103,1,0
2024-01-17,"Memphis Grizzlies","Phoenix Suns",114,117,0,1
2024-01-17,"Memphis Grizzlies","Golden State Warriors",119,107,1,0
2024-01-17,"Memphis Grizzlies","Detroit Pistons",150,142,1,0
2024-01-17,"Memphis Grizzlies","Utah Jazz",119,107,1,0
2024-01-17,"Memphis Grizzlies","Indiana Pacers",106,112,0,1
2024-01-18,"Memphis Grizzlies","Utah Jazz",117,108,1,0
2024-01-19,"Memphis Grizzlies","LA Clippers",112,103,1,0
2024-01-19,"Memphis Grizzlies","New Orleans Pelicans",109,119,0,1
2024-01-19,"Memphis Grizzlies","Miami Heat",92,104,0,1
2024-01-19,"Memphis Grizzlies","Orlando Magic",112,110,1,0
2024-01-19,"Memphis Grizzlies","Atlanta Hawks",99,107,0,1
2024-01-19,"Memphis Grizzlies","Houston Rockets",68,79,0,1
2024-01-19,"Memphis Grizzlies","Denver Nuggets",127,117,1,0
2024-01-19,"Memphis Grizzlies","LA Clippers",118,112,1,0
2024-01-19,"Memphis Grizzlies","Los Angeles Lakers",91,101,0,1
2024-01-19,"Miami Heat","Boston Celtics",129,125,1,0
2024-01-19,"Miami Heat","Cleveland Cavaliers",101,96,1,0
2024-01-20,"Miami Heat","LA Clippers",96,90,1,0
2024-01-20,"Miami Heat","Brooklyn Nets",113,102,1,0
2024-01-21,"Miami Heat","Utah Jazz",119,97,1,0
2024-01-21,"Miami Heat","LA Clippers",128,119,1,0
2024-01-21,"Miami Heat","Milwaukee Bucks",116,111,1,0
2024-01-21,"Miami Heat","New York Knicks",108,106,1,0
2024-01-21,"Miami Heat","Milwaukee Bucks",99,110,0,1
2024-01-21,"Miami Heat","LA Clippers",98,100,0,1
2024-01-21,"Miami Heat","LA Clippers",135,112,1,0
2024-01-22,"Miami Heat","Denver Nuggets",120,112,1,0
2024-01-22,"Miami Heat","Sacramento Kings",118,109,1,0
2024-01-22,"Miami Heat","Washington Wizards",112,110,1,0
2024-01-22,"Miami Heat","Phoenix Suns",103,98,1,0
2024-01-22,"Miami Heat","LA Clippers",129,120,1,0
2024-01-22,"Miami Heat","Cleveland Cavaliers",80,94,0,1
2024-01-22,"Miami Heat","Cleveland Cavaliers",131,135,0,1
2024-01-22,"Miami Heat","Denver Nuggets",133,128,1,0
2024-01-22,"Miami Heat","San Antonio Spurs",124,116,1,0
2024-01-22,"Miami Heat","Chicago Bulls",86,95,0,1
2024-01-22,"Miami Heat","Phoenix Suns",109,115,0,1
2024-01-22,"Miami Heat","Detroit Pistons",70,92,0,1
2024-01-23,"Miami Heat","Golden State Warriors",101,107,0,1
2024-01-23,"Miami Heat","Toronto Raptors",104,119,0,1
2024-01-23,"Miami Heat","Utah Jazz",132,119,1,0
2024-01-23,"Miami Heat","San Antonio Spurs",104,110,0,1
2024-01-23,"Miami Heat","Houston Rockets",112,107,1,0
2024-01-23,"Miami Heat","Toronto Raptors",122,113,1,0
2024-01-23,"Miami Heat","Phoenix Suns",90,92,0,1
2024-01-24,"Miami Heat","Atlanta Hawks",99,106,0,1
2024-01-24,"Miami Heat","Philadelphia 76ers",122,130,0,1
2024-01-24,"Miami Heat","Memphis Grizzlies",87,91,0,1
2024-01-24,"Miami Heat","Charlotte Hornets",135,128,1,0
2024-01-24,"Miami Heat","Utah Jazz",118,116,1,0
2024-01-24,"Miami Heat","Dallas Mavericks",114,106,1,0
2024-01-24,"Miami Heat","Houston Rockets",146,135,1,0
2024-01-24,"Miami Heat","Golden State Warriors",119,110,1,0
2024-01-25,"Miami Heat","Denver Nuggets",137,131,1,0
2024-01-25,"Miami Heat","Utah Jazz",93,110,0,1
2024-01-25,"Miami Heat","Brooklyn Nets",110,116,0,1
2024-01-26,"Milwaukee Bucks","LA Clippers",118,104,1,0
2024-01-26,"Milwaukee Bucks","Oklahoma City Thunder",110,100,1,0
2024-01-26,"Milwaukee Bucks","Phoenix Suns",82,88,0,1
2024-01-26,"Milwaukee Bucks","Portland Trail Blazers",105,103,1,0
2024-01-26,"Milwaukee Bucks","Miami Heat",123,118,1,0
2024-01-26,"Milwaukee Bucks","Denver Nuggets",101,98,1,0
2024-01-26,"Milwaukee Bucks","Brooklyn Nets",88,97,0,1
2024-01-27,"Milwaukee Bucks","Detroit Pistons",115,105,1,0
2024-01-27,"Milwaukee Bucks","Miami Heat",120,112,1,0
2024-01-27,"Milwaukee Bucks","Houston Rockets",120,105,1,0
2024-01-28,"Milwaukee Bucks","LA Clippers",129,123,1,0
2024-01-28,"Milwaukee Bucks","Dallas Mavericks",117,113,1,0
2024-01-28,"Milwaukee Bucks","New Orleans Pelicans",117,110,1,0
2024-01-28,"Milwaukee Bucks","Dallas Mavericks",83,98,0,1
2024-01-28,"Milwaukee Bucks","Orlando Magic",107,100,1,0
2024-01-28,"Milwaukee Bucks","Chicago Bulls",122,115,1,0
2024-01-28,"Milwaukee Bucks","Portland Trail Blazers",96,106,0,1
2024-01-28,"Milwaukee Bucks","Oklahoma City Thunder",126,122,1,0
2024-01-28,"Milwaukee Bucks","New Orleans Pelicans",108,92,1,0
2024-01-29,"Milwaukee Bucks","Dallas Mavericks",137,114,1,0
2024-01-29,"Milwaukee Bucks","Minnesota Timberwolves",107,104,1,0
2024-01-29,"Milwaukee Bucks","San Antonio Spurs",128,126,1,0
2024-01-29,"Milwaukee Bucks","Brooklyn Nets",125,115,1,0
2024-01-29,"Milwaukee Bucks","Miami Heat",93,99,0,1
2024-01-29,"Milwaukee Bucks","Denver Nuggets",99,96,1,0
2024-01-29,"Milwaukee Bucks","New York Knicks",125,113,1,0
2024-01-29,"Milwaukee Bucks","New Orleans Pelicans",110,107,1,0
2024-01-29,"Milwaukee Bucks","Golden State Warriors",116,109,1,0
2024-01-29,"Milwaukee Bucks","Memphis Grizzlies",117,108,1,0
2024-01-29,"Milwaukee Bucks","Washington Wizards",122,117,1,0
2024-01-30,"Milwaukee Bucks","Indiana Pacers",97,98,0,1
2024-01-30,"Milwaukee Bucks","Brooklyn Nets",150,148,1,0
2024-01-30,"Milwaukee Bucks","Oklahoma City Thunder",107,113,0,1
2024-01-30,"Milwaukee Bucks","Miami Heat",107,104,1,0
2024-01-30,"Milwaukee Bucks","Washington Wizards",116,108,1,0
2024-01-30,"Milwaukee Bucks","Philadelphia 76ers",119,116,1,0
2024-01-30,"Milwaukee Bucks","Golden State Warriors",104,117,0,1
2024-01-30,"Milwaukee Bucks","Boston Celtics",86,90,0,1
2024-01-30,"Milwaukee Bucks","Denver Nuggets",103,87,1,0
2024-01-31,"Milwaukee Bucks","Atlanta Hawks",116,109,1,0
2024-01-31,"Milwaukee Bucks","LA Clippers",123,119,1,0
2024-01-31,"Minnesota Timberwolves","Dallas Mavericks",125,112,1,0
2024-01-31,"Minnesota Timberwolves","Houston Rockets",123,121,1,0
2024-01-31,"Minnesota Timberwolves","Houston Rockets",112,114,0,1
2024-02-01,"Minnesota Timberwolves","LA Clippers",117,115,1,0
2024-02-01,"Minnesota Timberwolves","Chicago Bulls",119,128,0,1
2024-02-01,"Minnesota Timberwolves","Boston Celtics",92,98,0,1
2024-02-01,"Minnesota Timberwolves","Memphis Grizzlies",94,101,0,1
2024-02-01,"Minnesota Timberwolves","Chicago Bulls",119,114,1,0
2024-02-01,"Minnesota Timberwolves","Los Angeles Lakers",108,113,0,1
2024-02-01,"Minnesota Timberwolves","Chicago Bulls",95,86,1,0
2024-02-02,"Minnesota Timberwolves","San Antonio Spurs",115,116,0,1
2024-02-02,"Minnesota Timberwolves","Milwaukee Bucks",104,96,1,0
2024-02-02,"Minnesota Timberwolves","Utah Jazz",100,97,1,0
2024-02-02,"Minnesota Timberwolves","New Orleans Pelicans",131,129,1,0
2024-02-02,"Minnesota Timberwolves","Toronto Raptors",110,123,0,1
2024-02-02,"Minnesota Timberwolves","Philadelphia 76ers",94,102,0,1
2024-02-02,"Minnesota Timberwolves","Milwaukee Bucks",120,128,0,1
2024-02-02,"Minnesota Timberwolves","New Orleans Pelicans",107,104,1,0
2024-02-02,"Minnesota Timberwolves","Dallas Mavericks",129,121,1,0
2024-02-02,"Minnesota Timberwolves","LA Clippers",127,125,1,0
2024-02-03,"Minnesota Timberwolves","Boston Celtics",129,125,1,0
2024-02-03,"Minnesota Timberwolves","Indiana Pacers",131,124,1,0
2024-02-03,"Minnesota Timberwolves","Brooklyn Nets",112,107,1,0
2024-02-03,"Minnesota Timberwolves","Oklahoma City Thunder",87,104,0,1
2024-02-03,"Minnesota Timberwolves","San Antonio Spurs",108,124,0,1
2024-02-04,"Minnesota Timberwolves","Sacramento Kings",129,109,1,0
2024-02-04,"Minnesota Timberwolves","Denver Nuggets",109,102,1,0
2024-02-04,"Minnesota Timberwolves","Oklahoma City Thunder",107,99,1,0
2024-02-04,"Minnesota Timberwolves","Utah Jazz",113,124,0,1
2024-02-04,"Minnesota Timberwolves","Phoenix Suns",123,118,1,0
2024-02-04,"Minnesota Timberwolves","Los Angeles Lakers",139,126,1,0
2024-02-04,"Minnesota Timberwolves","Atlanta Hawks",106,103,1,0
2024-02-05,"Minnesota Timberwolves","Portland Trail Blazers",90,113,0,1
2024-02-05,"Minnesota Timberwolves","Los Angeles Lakers",101,98,1,0
2024-02-06,"Minnesota Timberwolves","Orlando Magic",109,111,0,1
2024-02-06,"Minnesota Timberwolves","Portland Trail Blazers",89,101,0,1
2024-02-06,"Minnesota Timberwolves","New Orleans Pelicans",126,114,1,0
2024-02-06,"Minnesota Timberwolves","Portland Trail Blazers",107,110,0,1
2024-02-06,"Minnesota Timberwolves","Boston Celtics",131,126,1,0
2024-02-06,"Minnesota Timberwolves","Chicago Bulls",128,113,1,0
2024-02-06,"Minnesota Timberwolves","Golden State Warriors",122,106,1,0
2024-02-06,"New Orleans Pelicans","Indiana Pacers",102,91,1,0
2024-02-06,"New Orleans Pelicans","Brooklyn Nets",94,105,0,1
2024-02-06,"New Orleans Pelicans","San Antonio Spurs",106,104,1,0
2024-02-06,"New Orleans Pelicans","Minnesota Timberwolves",114,123,0,1
2024-02-06,"New Orleans Pelicans","Minnesota Timberwolves",109,115,0,1
2024-02-06,"New Orleans Pelicans","Minnesota Timberwolves",97,104,0,1
2024-02-06,"New Orleans Pelicans","Memphis Grizzlies",120,113,1,0
2024-02-07,"New Orleans Pelicans","Atlanta Hawks",92,111,0,1
2024-02-07,"New Orleans Pelicans","Denver Nuggets",129,114,1,0
2024-02-07,"New Orleans Pelicans","New York Knicks",94,107,0,1
2024-02-07,"New Orleans Pelicans","Denver Nuggets",135,123,1,0
2024-02-07,"New Orleans Pelicans","Oklahoma City Thunder",125,124,1,0
2024-02-07,"New Orleans Pelicans","New York Knicks",103,97,1,0
2024-02-07,"New Orleans Pelicans","Boston Celtics",105,121,0,1
2024-02-07,"New Orleans Pelicans","Orlando Magic",96,102,0,1
2024-02-07,"New Orleans Pelicans","Oklahoma City Thunder",103,112,0,1
2024-02-07,"New Orleans Pelicans","New York Knicks",108,121,0,1
2024-02-07,"New Orleans Pelicans","Washington Wizards",111,115,0,1
2024-02-08,"New Orleans Pelicans","San Antonio Spurs",115,110,1,0
2024-02-08,"New Orleans Pelicans","Houston Rockets",106,111,0,1
2024-02-08,"New Orleans Pelicans","Memphis Grizzlies",127,135,0,1
2024-02-09,"New Orleans Pelicans","Minnesota Timberwolves",106,126,0,1
2024-02-09,"New Orleans Pelicans","Denver Nuggets",86,110,0,1
2024-02-09,"New Orleans Pelicans","Portland Trail Blazers",120,106,1,0
2024-02-09,"New Orleans Pelicans","Golden State Warriors",132,130,1,0
2024-02-09,"New Orleans Pelicans","Washington Wizards",104,111,0,1
2024-02-09,"New Orleans Pelicans","Boston Celtics",128,114,1,0
2024-02-09,"New Orleans Pelicans","Philadelphia 76ers",137,124,1,0
2024-02-10,"New Orleans Pelicans","Charlotte Hornets",108,103,1,0
2024-02-10,"New Orleans Pelicans","Phoenix Suns",121,105,1,0
2024-02-10,"New Orleans Pelicans","Milwaukee Bucks",109,106,1,0
2024-02-10,"New Orleans Pelicans","Indiana Pacers",103,112,0,1
2024-02-10,"New Orleans Pelicans","Phoenix Suns",84,83,1,0
2024-02-10,"New Orleans Pelicans","Oklahoma City Thunder",101,105,0,1
2024-02-10,"New Orleans Pelicans","New York Knicks",115,118,0,1
2024-02-10,"New Orleans Pelicans","Dallas Mavericks",115,113,1,0
2024-02-11,"New Orleans Pelicans","Detroit Pistons",128,114,1,0
2024-02-11,"New Orleans Pelicans","New York Knicks",106,93,1,0
2024-02-11,"New Orleans Pelicans","Orlando Magic",114,112,1,0
2024-02-11,"New Orleans Pelicans","Houston Rockets",110,109,1,0
2024-02-11,"New Orleans Pelicans","Houston Rockets",112,110,1,0
2024-02-11,"New York Knicks","Indiana Pacers",113,120,0,1
2024-02-11,"New York Knicks","Milwaukee Bucks",133,126,1,0
2024-02-12,"New York Knicks","Boston Celtics",121,107,1,0
2024-02-12,"New York Knicks","Oklahoma City Thunder",95,103,0,1
2024-02-12,"New York Knicks","Dallas Mavericks",86,107,0,1
2024-02-12,"New York Knicks","Milwaukee Bucks",134,119,1,0
2024-02-12,"New York Knicks","Charlotte Hornets",116,109,1,0
2024-02-12,"New York Knicks","LA Clippers",106,105,1,0
2024-02-12,"New York Knicks","New Orleans Pelicans",132,109,1,0
2024-02-12,"New York Knicks","Atlanta Hawks",123,125,0,1
2024-02-12,"New York Knicks","Utah Jazz",108,100,1,0
2024-02-12,"New York Knicks","Milwaukee Bucks",119,107,1,0
2024-02-12,"New York Knicks","Charlotte Hornets",114,98,1,0
2024-02-13,"New York Knicks","Sacramento Kings",151,135,1,0
2024-02-13,"New York Knicks","Boston Celtics",108,105,1,0
